Pincode,Prefr,ABFL,Hero Fincorp,Poonwalla Stpl
521137,Yes,Yes,Yes,Yes
521108,Yes,Yes,Yes,Yes
521104,Yes,Yes,Yes,Yes
521322,Yes,Yes,Yes,Yes
521134,Yes,Yes,Yes,Yes
521107,Yes,Yes,Yes,Yes
686004,Yes,Yes,Yes,Yes
686003,Yes,Yes,Yes,Yes
686002,Yes,Yes,Yes,Yes
325601,Yes,Yes,Yes,Yes
325208,Yes,Yes,Yes,Yes
325203,Yes,Yes,Yes,Yes
325201,Yes,Yes,Yes,Yes
325003,Yes,Yes,Yes,Yes
325001,Yes,Yes,Yes,Yes
324009,Yes,Yes,Yes,Yes
324008,Yes,Yes,Yes,Yes
324007,Yes,Yes,Yes,Yes
324005,Yes,Yes,Yes,Yes
324004,Yes,Yes,Yes,Yes
324003,Yes,Yes,Yes,Yes
324002,Yes,Yes,Yes,Yes
324001,Yes,Yes,Yes,Yes
326530,Yes,Yes,Yes,Yes
325602,Yes,Yes,Yes,Yes
325207,Yes,Yes,Yes,Yes
324010,Yes,Yes,Yes,Yes
324006,Yes,Yes,Yes,Yes
533214,Yes,Yes,Yes,Yes
691021,Yes,Yes,Yes,Yes
691020,Yes,Yes,Yes,Yes
691019,Yes,Yes,Yes,Yes
691016,Yes,Yes,Yes,Yes
691014,Yes,Yes,Yes,Yes
691013,Yes,Yes,Yes,Yes
691012,Yes,Yes,Yes,Yes
691011,Yes,Yes,Yes,Yes
691010,Yes,Yes,Yes,Yes
691006,Yes,Yes,Yes,Yes
691005,Yes,Yes,Yes,Yes
691004,Yes,Yes,Yes,Yes
691003,Yes,Yes,Yes,Yes
691002,Yes,Yes,Yes,Yes
691015,Yes,Yes,Yes,Yes
691008,Yes,Yes,Yes,Yes
691001,Yes,Yes,Yes,Yes
700150,Yes,Yes,Yes,Yes
700135,Yes,Yes,Yes,Yes
700103,Yes,Yes,Yes,Yes
700100,Yes,Yes,Yes,Yes
700084,Yes,Yes,Yes,Yes
700070,Yes,Yes,Yes,Yes
700039,Yes,Yes,Yes,Yes
700099,Yes,Yes,Yes,Yes
700095,Yes,Yes,Yes,Yes
700094,Yes,Yes,Yes,Yes
700092,Yes,Yes,Yes,Yes
700090,Yes,Yes,Yes,Yes
700088,Yes,Yes,Yes,Yes
700087,Yes,Yes,Yes,Yes
700086,Yes,Yes,Yes,Yes
700085,Yes,Yes,Yes,Yes
700082,Yes,Yes,Yes,Yes
700078,Yes,Yes,Yes,Yes
700075,Yes,Yes,Yes,Yes
700074,Yes,Yes,Yes,Yes
700073,Yes,Yes,Yes,Yes
700072,Yes,Yes,Yes,Yes
700071,Yes,Yes,Yes,Yes
700066,Yes,Yes,Yes,Yes
700065,Yes,Yes,Yes,Yes
700063,Yes,Yes,Yes,Yes
700060,Yes,Yes,Yes,Yes
700053,Yes,Yes,Yes,Yes
700052,Yes,Yes,Yes,Yes
700050,Yes,Yes,Yes,Yes
700047,Yes,Yes,Yes,Yes
700046,Yes,Yes,Yes,Yes
700045,Yes,Yes,Yes,Yes
700044,Yes,Yes,Yes,Yes
700042,Yes,Yes,Yes,Yes
700041,Yes,Yes,Yes,Yes
700040,Yes,Yes,Yes,Yes
700037,Yes,Yes,Yes,Yes
700035,Yes,Yes,Yes,Yes
700033,Yes,Yes,Yes,Yes
700032,Yes,Yes,Yes,Yes
700030,Yes,Yes,Yes,Yes
700029,Yes,Yes,Yes,Yes
700028,Yes,Yes,Yes,Yes
700027,Yes,Yes,Yes,Yes
700026,Yes,Yes,Yes,Yes
700025,Yes,Yes,Yes,Yes
700024,Yes,Yes,Yes,Yes
700023,Yes,Yes,Yes,Yes
700022,Yes,Yes,Yes,Yes
700021,Yes,Yes,Yes,Yes
700020,Yes,Yes,Yes,Yes
700019,Yes,Yes,Yes,Yes
700018,Yes,Yes,Yes,Yes
700017,Yes,Yes,Yes,Yes
700016,Yes,Yes,Yes,Yes
700015,Yes,Yes,Yes,Yes
700014,Yes,Yes,Yes,Yes
700013,Yes,Yes,Yes,Yes
700011,Yes,Yes,Yes,Yes
700010,Yes,Yes,Yes,Yes
700009,Yes,Yes,Yes,Yes
700008,Yes,Yes,Yes,Yes
700007,Yes,Yes,Yes,Yes
700006,Yes,Yes,Yes,Yes
700005,Yes,Yes,Yes,Yes
700004,Yes,Yes,Yes,Yes
700003,Yes,Yes,Yes,Yes
700002,Yes,Yes,Yes,Yes
700001,Yes,Yes,Yes,Yes
700107,Yes,Yes,Yes,Yes
700105,Yes,Yes,Yes,Yes
700068,Yes,Yes,Yes,Yes
700067,Yes,Yes,Yes,Yes
700061,Yes,Yes,Yes,Yes
700054,Yes,Yes,Yes,Yes
700043,Yes,Yes,Yes,Yes
416119,Yes,Yes,Yes,Yes
416006,Yes,Yes,Yes,Yes
751022,Yes,Yes,Yes,Yes
751021,Yes,Yes,Yes,Yes
751018,Yes,Yes,Yes,Yes
751014,Yes,Yes,Yes,Yes
751005,Yes,Yes,Yes,Yes
751004,Yes,Yes,Yes,Yes
751025,Yes,Yes,Yes,Yes
751024,Yes,Yes,Yes,Yes
751023,Yes,Yes,Yes,Yes
751017,Yes,Yes,Yes,Yes
751016,Yes,Yes,Yes,Yes
751015,Yes,Yes,Yes,Yes
751013,Yes,Yes,Yes,Yes
751012,Yes,Yes,Yes,Yes
751010,Yes,Yes,Yes,Yes
751007,Yes,Yes,Yes,Yes
751006,Yes,Yes,Yes,Yes
751003,Yes,Yes,Yes,Yes
751002,Yes,Yes,Yes,Yes
751001,Yes,Yes,Yes,Yes
412105,Yes,Yes,Yes,Yes
410512,Yes,Yes,Yes,Yes
410505,Yes,Yes,Yes,Yes
410501,Yes,Yes,Yes,Yes
507003,Yes,Yes,Yes,Yes
507001,Yes,Yes,Yes,Yes
507002,Yes,Yes,Yes,Yes
507318,Yes,Yes,Yes,Yes
507208,Yes,Yes,Yes,Yes
507204,Yes,Yes,Yes,Yes
507160,Yes,Yes,Yes,Yes
211011,Yes,Yes,Yes,Yes
416012,Yes,Yes,Yes,Yes
416008,Yes,Yes,Yes,Yes
416007,Yes,Yes,Yes,Yes
416005,Yes,Yes,Yes,Yes
416004,Yes,Yes,Yes,Yes
416003,Yes,Yes,Yes,Yes
416002,Yes,Yes,Yes,Yes
416001,Yes,Yes,Yes,Yes
505002,Yes,Yes,Yes,Yes
533016,Yes,Yes,Yes,Yes
208017,Yes,Yes,Yes,Yes
209203,Yes,Yes,Yes,Yes
641605,Yes,Yes,Yes,Yes
400067,Yes,Yes,Yes,Yes
400101,Yes,Yes,Yes,Yes
600097,Yes,Yes,Yes,Yes
600115,Yes,Yes,Yes,Yes
382735,Yes,Yes,Yes,Yes
382721,Yes,Yes,Yes,Yes
518003,Yes,Yes,Yes,Yes
361005,Yes,Yes,Yes,Yes
361001,Yes,Yes,Yes,Yes
585102,Yes,Yes,Yes,Yes
533001,Yes,Yes,Yes,Yes
400102,Yes,Yes,Yes,Yes
400060,Yes,Yes,Yes,Yes
342304,Yes,Yes,Yes,Yes
342027,Yes,Yes,Yes,Yes
342024,Yes,Yes,Yes,Yes
342013,Yes,Yes,Yes,Yes
342008,Yes,Yes,Yes,Yes
342007,Yes,Yes,Yes,Yes
342005,Yes,Yes,Yes,Yes
342001,Yes,Yes,Yes,Yes
342305,Yes,Yes,Yes,Yes
342014,Yes,Yes,Yes,Yes
342006,Yes,Yes,Yes,Yes
342003,Yes,Yes,Yes,Yes
124501,Yes,Yes,Yes,Yes
361008,Yes,Yes,Yes,Yes
361006,Yes,Yes,Yes,Yes
303905,Yes,Yes,Yes,Yes
303901,Yes,Yes,Yes,Yes
303706,Yes,Yes,Yes,Yes
303704,Yes,Yes,Yes,Yes
303701,Yes,Yes,Yes,Yes
303301,Yes,Yes,Yes,Yes
303104,Yes,Yes,Yes,Yes
303012,Yes,Yes,Yes,Yes
303008,Yes,Yes,Yes,Yes
302039,Yes,Yes,Yes,Yes
302034,Yes,Yes,Yes,Yes
302033,Yes,Yes,Yes,Yes
302031,Yes,Yes,Yes,Yes
302026,Yes,Yes,Yes,Yes
302021,Yes,Yes,Yes,Yes
302020,Yes,Yes,Yes,Yes
302019,Yes,Yes,Yes,Yes
302018,Yes,Yes,Yes,Yes
302017,Yes,Yes,Yes,Yes
302016,Yes,Yes,Yes,Yes
302015,Yes,Yes,Yes,Yes
302013,Yes,Yes,Yes,Yes
302012,Yes,Yes,Yes,Yes
302006,Yes,Yes,Yes,Yes
302004,Yes,Yes,Yes,Yes
302003,Yes,Yes,Yes,Yes
302002,Yes,Yes,Yes,Yes
303007,Yes,Yes,Yes,Yes
302028,Yes,Yes,Yes,Yes
302027,Yes,Yes,Yes,Yes
302005,Yes,Yes,Yes,Yes
302001,Yes,Yes,Yes,Yes
482020,Yes,Yes,Yes,Yes
482011,Yes,Yes,Yes,Yes
482010,Yes,Yes,Yes,Yes
482009,Yes,Yes,Yes,Yes
482008,Yes,Yes,Yes,Yes
482005,Yes,Yes,Yes,Yes
482002,Yes,Yes,Yes,Yes
482001,Yes,Yes,Yes,Yes
482004,Yes,Yes,Yes,Yes
482003,Yes,Yes,Yes,Yes
201002,Yes,Yes,Yes,Yes
452018,Yes,Yes,Yes,Yes
452016,Yes,Yes,Yes,Yes
452015,Yes,Yes,Yes,Yes
452013,Yes,Yes,Yes,Yes
452012,Yes,Yes,Yes,Yes
452010,Yes,Yes,Yes,Yes
452009,Yes,Yes,Yes,Yes
452007,Yes,Yes,Yes,Yes
452005,Yes,Yes,Yes,Yes
452002,Yes,Yes,Yes,Yes
452001,Yes,Yes,Yes,Yes
452011,Yes,Yes,Yes,Yes
452003,Yes,Yes,Yes,Yes
501301,Yes,Yes,Yes,Yes
500100,Yes,Yes,Yes,Yes
500098,Yes,Yes,Yes,Yes
500097,Yes,Yes,Yes,Yes
500090,Yes,Yes,Yes,Yes
500089,Yes,Yes,Yes,Yes
500085,Yes,Yes,Yes,Yes
500083,Yes,Yes,Yes,Yes
500082,Yes,Yes,Yes,Yes
500081,Yes,Yes,Yes,Yes
500077,Yes,Yes,Yes,Yes
500074,Yes,Yes,Yes,Yes
500072,Yes,Yes,Yes,Yes
500067,Yes,Yes,Yes,Yes
500065,Yes,Yes,Yes,Yes
500064,Yes,Yes,Yes,Yes
500062,Yes,Yes,Yes,Yes
500058,Yes,Yes,Yes,Yes
500054,Yes,Yes,Yes,Yes
500051,Yes,Yes,Yes,Yes
500049,Yes,Yes,Yes,Yes
500046,Yes,Yes,Yes,Yes
500045,Yes,Yes,Yes,Yes
500039,Yes,Yes,Yes,Yes
500038,Yes,Yes,Yes,Yes
500037,Yes,Yes,Yes,Yes
500034,Yes,Yes,Yes,Yes
500033,Yes,Yes,Yes,Yes
500029,Yes,Yes,Yes,Yes
500027,Yes,Yes,Yes,Yes
500024,Yes,Yes,Yes,Yes
500022,Yes,Yes,Yes,Yes
500020,Yes,Yes,Yes,Yes
500018,Yes,Yes,Yes,Yes
500017,Yes,Yes,Yes,Yes
500016,Yes,Yes,Yes,Yes
500015,Yes,Yes,Yes,Yes
500014,Yes,Yes,Yes,Yes
500013,Yes,Yes,Yes,Yes
500010,Yes,Yes,Yes,Yes
500009,Yes,Yes,Yes,Yes
500007,Yes,Yes,Yes,Yes
500004,Yes,Yes,Yes,Yes
500003,Yes,Yes,Yes,Yes
501401,Yes,Yes,Yes,Yes
500088,Yes,Yes,Yes,Yes
500084,Yes,Yes,Yes,Yes
500073,Yes,Yes,Yes,Yes
500066,Yes,Yes,Yes,Yes
500053,Yes,Yes,Yes,Yes
500043,Yes,Yes,Yes,Yes
500042,Yes,Yes,Yes,Yes
500036,Yes,Yes,Yes,Yes
500028,Yes,Yes,Yes,Yes
500023,Yes,Yes,Yes,Yes
500006,Yes,Yes,Yes,Yes
500002,Yes,Yes,Yes,Yes
580032,Yes,Yes,Yes,Yes
580031,Yes,Yes,Yes,Yes
580030,Yes,Yes,Yes,Yes
580026,Yes,Yes,Yes,Yes
580025,Yes,Yes,Yes,Yes
580024,Yes,Yes,Yes,Yes
580023,Yes,Yes,Yes,Yes
580021,Yes,Yes,Yes,Yes
562129,Yes,Yes,Yes,Yes
562122,Yes,Yes,Yes,Yes
562114,Yes,Yes,Yes,Yes
500070,Yes,Yes,Yes,Yes
500068,Yes,Yes,Yes,Yes
412308,Yes,Yes,Yes,Yes
412216,Yes,Yes,Yes,Yes
412207,Yes,Yes,Yes,Yes
412201,Yes,Yes,Yes,Yes
412110,Yes,Yes,Yes,Yes
412101,Yes,Yes,Yes,Yes
411062,Yes,Yes,Yes,Yes
411061,Yes,Yes,Yes,Yes
411057,Yes,Yes,Yes,Yes
411046,Yes,Yes,Yes,Yes
411045,Yes,Yes,Yes,Yes
411041,Yes,Yes,Yes,Yes
411023,Yes,Yes,Yes,Yes
411016,Yes,Yes,Yes,Yes
411007,Yes,Yes,Yes,Yes
506370,Yes,Yes,Yes,Yes
506015,Yes,Yes,Yes,Yes
506011,Yes,Yes,Yes,Yes
506009,Yes,Yes,Yes,Yes
506006,Yes,Yes,Yes,Yes
506004,Yes,Yes,Yes,Yes
506003,Yes,Yes,Yes,Yes
570026,Yes,Yes,Yes,Yes
122504,Yes,Yes,Yes,Yes
122051,Yes,Yes,Yes,Yes
122017,Yes,Yes,Yes,Yes
122005,Yes,Yes,Yes,Yes
122002,Yes,Yes,Yes,Yes
122502,Yes,Yes,Yes,Yes
122414,Yes,Yes,Yes,Yes
522020,Yes,Yes,Yes,Yes
522007,Yes,Yes,Yes,Yes
522006,Yes,Yes,Yes,Yes
522005,Yes,Yes,Yes,Yes
522004,Yes,Yes,Yes,Yes
522003,Yes,Yes,Yes,Yes
522002,Yes,Yes,Yes,Yes
522017,Yes,Yes,Yes,Yes
585105,Yes,Yes,Yes,Yes
585104,Yes,Yes,Yes,Yes
585103,Yes,Yes,Yes,Yes
585101,Yes,Yes,Yes,Yes
521301,Yes,Yes,Yes,Yes
400065,Yes,Yes,Yes,Yes
400063,Yes,Yes,Yes,Yes
500031,Yes,Yes,Yes,Yes
313003,Yes,Yes,Yes,Yes
313002,Yes,Yes,Yes,Yes
313001,Yes,Yes,Yes,Yes
313031,Yes,Yes,Yes,Yes
201206,Yes,Yes,Yes,Yes
201204,Yes,Yes,Yes,Yes
201102,Yes,Yes,Yes,Yes
201015,Yes,Yes,Yes,Yes
201014,Yes,Yes,Yes,Yes
201011,Yes,Yes,Yes,Yes
201009,Yes,Yes,Yes,Yes
201007,Yes,Yes,Yes,Yes
201006,Yes,Yes,Yes,Yes
201004,Yes,Yes,Yes,Yes
201001,Yes,Yes,Yes,Yes
201201,Yes,Yes,Yes,Yes
201103,Yes,Yes,Yes,Yes
201013,Yes,Yes,Yes,Yes
506330,Yes,Yes,Yes,Yes
823004,Yes,Yes,Yes,Yes
823003,Yes,Yes,Yes,Yes
823002,Yes,Yes,Yes,Yes
823001,Yes,Yes,Yes,Yes
201306,Yes,Yes,Yes,Yes
201305,Yes,Yes,Yes,Yes
201304,Yes,Yes,Yes,Yes
201318,Yes,Yes,Yes,Yes
382640,Yes,Yes,Yes,Yes
382610,Yes,Yes,Yes,Yes
382481,Yes,Yes,Yes,Yes
382428,Yes,Yes,Yes,Yes
382424,Yes,Yes,Yes,Yes
382422,Yes,Yes,Yes,Yes
382421,Yes,Yes,Yes,Yes
382355,Yes,Yes,Yes,Yes
382041,Yes,Yes,Yes,Yes
382030,Yes,Yes,Yes,Yes
382028,Yes,Yes,Yes,Yes
382021,Yes,Yes,Yes,Yes
382016,Yes,Yes,Yes,Yes
382010,Yes,Yes,Yes,Yes
382007,Yes,Yes,Yes,Yes
382006,Yes,Yes,Yes,Yes
122009,Yes,Yes,Yes,Yes
122506,Yes,Yes,Yes,Yes
122018,Yes,Yes,Yes,Yes
121010,Yes,Yes,Yes,Yes
121009,Yes,Yes,Yes,Yes
121008,Yes,Yes,Yes,Yes
121007,Yes,Yes,Yes,Yes
121005,Yes,Yes,Yes,Yes
121003,Yes,Yes,Yes,Yes
121002,Yes,Yes,Yes,Yes
121001,Yes,Yes,Yes,Yes
121101,Yes,Yes,Yes,Yes
121012,Yes,Yes,Yes,Yes
600031,Yes,Yes,Yes,Yes
600030,Yes,Yes,Yes,Yes
600013,Yes,Yes,Yes,Yes
831007,Yes,Yes,Yes,Yes
110096,Yes,Yes,Yes,Yes
110092,Yes,Yes,Yes,Yes
110091,Yes,Yes,Yes,Yes
110051,Yes,Yes,Yes,Yes
561203,Yes,Yes,Yes,Yes
122010,Yes,Yes,Yes,Yes
382265,Yes,Yes,Yes,Yes
382260,Yes,Yes,Yes,Yes
382225,Yes,Yes,Yes,Yes
580008,Yes,Yes,Yes,Yes
580002,Yes,Yes,Yes,Yes
580001,Yes,Yes,Yes,Yes
580114,Yes,Yes,Yes,Yes
580029,Yes,Yes,Yes,Yes
580028,Yes,Yes,Yes,Yes
580009,Yes,Yes,Yes,Yes
580006,Yes,Yes,Yes,Yes
580004,Yes,Yes,Yes,Yes
580003,Yes,Yes,Yes,Yes
506142,Yes,Yes,Yes,Yes
636001,Yes,Yes,Yes,Yes
828127,Yes,Yes,Yes,Yes
828121,Yes,Yes,Yes,Yes
828116,Yes,Yes,Yes,Yes
828111,Yes,Yes,Yes,Yes
828106,Yes,Yes,Yes,Yes
828104,Yes,Yes,Yes,Yes
828101,Yes,Yes,Yes,Yes
826005,Yes,Yes,Yes,Yes
826004,Yes,Yes,Yes,Yes
826003,Yes,Yes,Yes,Yes
562135,Yes,Yes,Yes,Yes
382140,Yes,Yes,Yes,Yes
380003,Yes,Yes,Yes,Yes
122505,Yes,Yes,Yes,Yes
122016,Yes,Yes,Yes,Yes
122011,Yes,Yes,Yes,Yes
248195,Yes,Yes,Yes,Yes
248171,Yes,Yes,Yes,Yes
248140,Yes,Yes,Yes,Yes
248121,Yes,Yes,Yes,Yes
248012,Yes,Yes,Yes,Yes
248011,Yes,Yes,Yes,Yes
248009,Yes,Yes,Yes,Yes
248008,Yes,Yes,Yes,Yes
248006,Yes,Yes,Yes,Yes
248005,Yes,Yes,Yes,Yes
248003,Yes,Yes,Yes,Yes
248002,Yes,Yes,Yes,Yes
248001,Yes,Yes,Yes,Yes
248146,Yes,Yes,Yes,Yes
382315,Yes,Yes,Yes,Yes
248007,Yes,Yes,Yes,Yes
412214,Yes,Yes,Yes,Yes
412202,Yes,Yes,Yes,Yes
382427,Yes,Yes,Yes,Yes
382418,Yes,Yes,Yes,Yes
382330,Yes,Yes,Yes,Yes
380060,Yes,Yes,Yes,Yes
380058,Yes,Yes,Yes,Yes
382449,Yes,Yes,Yes,Yes
382435,Yes,Yes,Yes,Yes
382433,Yes,Yes,Yes,Yes
382430,Yes,Yes,Yes,Yes
382210,Yes,Yes,Yes,Yes
575015,Yes,Yes,Yes,Yes
400068,Yes,Yes,Yes,Yes
201311,Yes,Yes,Yes,Yes
201309,Yes,Yes,Yes,Yes
201307,Yes,Yes,Yes,Yes
391107,Yes,Yes,Yes,Yes
753014,Yes,Yes,Yes,Yes
753013,Yes,Yes,Yes,Yes
753009,Yes,Yes,Yes,Yes
753002,Yes,Yes,Yes,Yes
753001,Yes,Yes,Yes,Yes
753012,Yes,Yes,Yes,Yes
753010,Yes,Yes,Yes,Yes
753004,Yes,Yes,Yes,Yes
753003,Yes,Yes,Yes,Yes
516004,Yes,Yes,Yes,Yes
516003,Yes,Yes,Yes,Yes
516002,Yes,Yes,Yes,Yes
516001,Yes,Yes,Yes,Yes
607004,Yes,Yes,Yes,Yes
607002,Yes,Yes,Yes,Yes
607001,Yes,Yes,Yes,Yes
641111,Yes,Yes,Yes,Yes
641105,Yes,Yes,Yes,Yes
641062,Yes,Yes,Yes,Yes
641048,Yes,Yes,Yes,Yes
641045,Yes,Yes,Yes,Yes
641044,Yes,Yes,Yes,Yes
641042,Yes,Yes,Yes,Yes
641039,Yes,Yes,Yes,Yes
641037,Yes,Yes,Yes,Yes
641036,Yes,Yes,Yes,Yes
641033,Yes,Yes,Yes,Yes
641032,Yes,Yes,Yes,Yes
641028,Yes,Yes,Yes,Yes
641026,Yes,Yes,Yes,Yes
641024,Yes,Yes,Yes,Yes
641023,Yes,Yes,Yes,Yes
641021,Yes,Yes,Yes,Yes
641018,Yes,Yes,Yes,Yes
641016,Yes,Yes,Yes,Yes
641015,Yes,Yes,Yes,Yes
641014,Yes,Yes,Yes,Yes
641010,Yes,Yes,Yes,Yes
641009,Yes,Yes,Yes,Yes
641008,Yes,Yes,Yes,Yes
641007,Yes,Yes,Yes,Yes
641005,Yes,Yes,Yes,Yes
641004,Yes,Yes,Yes,Yes
641003,Yes,Yes,Yes,Yes
641002,Yes,Yes,Yes,Yes
641001,Yes,Yes,Yes,Yes
641109,Yes,Yes,Yes,Yes
641108,Yes,Yes,Yes,Yes
641049,Yes,Yes,Yes,Yes
641047,Yes,Yes,Yes,Yes
641046,Yes,Yes,Yes,Yes
641043,Yes,Yes,Yes,Yes
641041,Yes,Yes,Yes,Yes
641038,Yes,Yes,Yes,Yes
641034,Yes,Yes,Yes,Yes
641031,Yes,Yes,Yes,Yes
641030,Yes,Yes,Yes,Yes
641029,Yes,Yes,Yes,Yes
641027,Yes,Yes,Yes,Yes
641025,Yes,Yes,Yes,Yes
641022,Yes,Yes,Yes,Yes
641019,Yes,Yes,Yes,Yes
641017,Yes,Yes,Yes,Yes
641006,Yes,Yes,Yes,Yes
641654,Yes,Yes,Yes,Yes
641103,Yes,Yes,Yes,Yes
641035,Yes,Yes,Yes,Yes
641012,Yes,Yes,Yes,Yes
641011,Yes,Yes,Yes,Yes
380009,Yes,Yes,Yes,Yes
517002,Yes,Yes,Yes,Yes
517001,Yes,Yes,Yes,Yes
603103,Yes,Yes,Yes,Yes
603112,Yes,Yes,Yes,Yes
600130,Yes,Yes,Yes,Yes
600127,Yes,Yes,Yes,Yes
600048,Yes,Yes,Yes,Yes
600093,Yes,Yes,Yes,Yes
600092,Yes,Yes,Yes,Yes
600090,Yes,Yes,Yes,Yes
600085,Yes,Yes,Yes,Yes
600078,Yes,Yes,Yes,Yes
600042,Yes,Yes,Yes,Yes
600041,Yes,Yes,Yes,Yes
600036,Yes,Yes,Yes,Yes
600035,Yes,Yes,Yes,Yes
600033,Yes,Yes,Yes,Yes
600032,Yes,Yes,Yes,Yes
600028,Yes,Yes,Yes,Yes
600026,Yes,Yes,Yes,Yes
600025,Yes,Yes,Yes,Yes
600024,Yes,Yes,Yes,Yes
600022,Yes,Yes,Yes,Yes
600020,Yes,Yes,Yes,Yes
600015,Yes,Yes,Yes,Yes
600118,Yes,Yes,Yes,Yes
600117,Yes,Yes,Yes,Yes
600094,Yes,Yes,Yes,Yes
600088,Yes,Yes,Yes,Yes
600087,Yes,Yes,Yes,Yes
600086,Yes,Yes,Yes,Yes
600075,Yes,Yes,Yes,Yes
600073,Yes,Yes,Yes,Yes
600070,Yes,Yes,Yes,Yes
600064,Yes,Yes,Yes,Yes
600044,Yes,Yes,Yes,Yes
600043,Yes,Yes,Yes,Yes
600034,Yes,Yes,Yes,Yes
600018,Yes,Yes,Yes,Yes
600017,Yes,Yes,Yes,Yes
600008,Yes,Yes,Yes,Yes
600006,Yes,Yes,Yes,Yes
600005,Yes,Yes,Yes,Yes
600004,Yes,Yes,Yes,Yes
600002,Yes,Yes,Yes,Yes
600001,Yes,Yes,Yes,Yes
600040,Yes,Yes,Yes,Yes
603210,Yes,Yes,Yes,Yes
603202,Yes,Yes,Yes,Yes
603002,Yes,Yes,Yes,Yes
600047,Yes,Yes,Yes,Yes
686104,Yes,Yes,Yes,Yes
444904,Yes,Yes,Yes,Yes
517102,Yes,Yes,Yes,Yes
517101,Yes,Yes,Yes,Yes
160101,Yes,Yes,Yes,Yes
160047,Yes,Yes,Yes,Yes
160036,Yes,Yes,Yes,Yes
160030,Yes,Yes,Yes,Yes
160025,Yes,Yes,Yes,Yes
160020,Yes,Yes,Yes,Yes
160018,Yes,Yes,Yes,Yes
160017,Yes,Yes,Yes,Yes
160015,Yes,Yes,Yes,Yes
160012,Yes,Yes,Yes,Yes
160011,Yes,Yes,Yes,Yes
160009,Yes,Yes,Yes,Yes
160003,Yes,Yes,Yes,Yes
160002,Yes,Yes,Yes,Yes
160001,Yes,Yes,Yes,Yes
160023,Yes,Yes,Yes,Yes
160022,Yes,Yes,Yes,Yes
110060,Yes,Yes,Yes,Yes
110055,Yes,Yes,Yes,Yes
110054,Yes,Yes,Yes,Yes
110008,Yes,Yes,Yes,Yes
110005,Yes,Yes,Yes,Yes
110002,Yes,Yes,Yes,Yes
400066,Yes,Yes,Yes,Yes
400103,Yes,Yes,Yes,Yes
400092,Yes,Yes,Yes,Yes
827010,Yes,Yes,Yes,Yes
201008,Yes,Yes,Yes,Yes
334401,Yes,Yes,Yes,Yes
334004,Yes,Yes,Yes,Yes
334003,Yes,Yes,Yes,Yes
334001,Yes,Yes,Yes,Yes
334403,Yes,Yes,Yes,Yes
334006,Yes,Yes,Yes,Yes
412213,Yes,Yes,Yes,Yes
412205,Yes,Yes,Yes,Yes
364270,Yes,Yes,Yes,Yes
562130,Yes,Yes,Yes,Yes
560111,Yes,Yes,Yes,Yes
561204,Yes,Yes,Yes,Yes
590011,Yes,Yes,Yes,Yes
590010,Yes,Yes,Yes,Yes
590006,Yes,Yes,Yes,Yes
590001,Yes,Yes,Yes,Yes
590019,Yes,Yes,Yes,Yes
590005,Yes,Yes,Yes,Yes
305203,Yes,Yes,Yes,Yes
382450,Yes,Yes,Yes,Yes
390009,Yes,Yes,Yes,Yes
243302,Yes,Yes,Yes,Yes
243004,Yes,Yes,Yes,Yes
243001,Yes,Yes,Yes,Yes
413102,Yes,Yes,Yes,Yes
562149,Yes,Yes,Yes,Yes
560103,Yes,Yes,Yes,Yes
560102,Yes,Yes,Yes,Yes
560100,Yes,Yes,Yes,Yes
560099,Yes,Yes,Yes,Yes
560098,Yes,Yes,Yes,Yes
560095,Yes,Yes,Yes,Yes
560085,Yes,Yes,Yes,Yes
560083,Yes,Yes,Yes,Yes
560082,Yes,Yes,Yes,Yes
560078,Yes,Yes,Yes,Yes
560076,Yes,Yes,Yes,Yes
560074,Yes,Yes,Yes,Yes
560070,Yes,Yes,Yes,Yes
560068,Yes,Yes,Yes,Yes
560067,Yes,Yes,Yes,Yes
560062,Yes,Yes,Yes,Yes
560061,Yes,Yes,Yes,Yes
560060,Yes,Yes,Yes,Yes
560059,Yes,Yes,Yes,Yes
560056,Yes,Yes,Yes,Yes
560053,Yes,Yes,Yes,Yes
560050,Yes,Yes,Yes,Yes
560041,Yes,Yes,Yes,Yes
560035,Yes,Yes,Yes,Yes
560034,Yes,Yes,Yes,Yes
560030,Yes,Yes,Yes,Yes
560029,Yes,Yes,Yes,Yes
560027,Yes,Yes,Yes,Yes
560026,Yes,Yes,Yes,Yes
560018,Yes,Yes,Yes,Yes
560007,Yes,Yes,Yes,Yes
560004,Yes,Yes,Yes,Yes
560002,Yes,Yes,Yes,Yes
562157,Yes,Yes,Yes,Yes
560104,Yes,Yes,Yes,Yes
560097,Yes,Yes,Yes,Yes
560096,Yes,Yes,Yes,Yes
560094,Yes,Yes,Yes,Yes
560093,Yes,Yes,Yes,Yes
560092,Yes,Yes,Yes,Yes
560091,Yes,Yes,Yes,Yes
560090,Yes,Yes,Yes,Yes
560089,Yes,Yes,Yes,Yes
560088,Yes,Yes,Yes,Yes
560087,Yes,Yes,Yes,Yes
560086,Yes,Yes,Yes,Yes
560084,Yes,Yes,Yes,Yes
560080,Yes,Yes,Yes,Yes
560079,Yes,Yes,Yes,Yes
560077,Yes,Yes,Yes,Yes
560075,Yes,Yes,Yes,Yes
560073,Yes,Yes,Yes,Yes
560072,Yes,Yes,Yes,Yes
560071,Yes,Yes,Yes,Yes
560065,Yes,Yes,Yes,Yes
